phase,epoch,train_ce,complexity,total_loss,tau,test_acc,CR_est,elapsed
retrain,1,0.00891198035820077,-225878.21875,,0.006661009844027112,,,5s
retrain,2,0.006775071415731994,-280915.4375,,0.006661009844027112,,,10s
retrain,3,0.00527194276493198,-293055.5,,0.006661009844027112,,,15s
retrain,4,0.006512862659152597,-297453.375,,0.006661009844027112,,,21s
retrain,5,0.007876252117101103,-300790.46875,,0.006661009844027112,,,26s
retrain,6,0.007074757349495,-303545.6875,,0.006661009844027112,,,31s
retrain,7,0.005628191281067362,-308683.53125,,0.006661009844027112,,,37s
retrain,8,0.007098269197608655,-311448.1875,,0.006661009844027112,,,42s
retrain,9,0.005545145713790165,-315122.03125,,0.006661009844027112,,,47s
retrain,10,0.006300238482017691,-318181.8125,,0.006661009844027112,,,53s
retrain,11,0.00459739938629015,-323673.84375,,0.006661009844027112,,,58s
retrain,12,0.004355174414699043,-329176.3125,,0.006661009844027112,,,1m04s
retrain,13,0.00624960941876052,-332606.4375,,0.006661009844027112,,,1m09s
retrain,14,0.007729672256352691,-333154.34375,,0.006661009844027112,,,1m15s
retrain,15,0.006701608031495319,-337714.28125,,0.006661009844027112,,,1m20s
retrain,16,0.0030957527282395557,-345786.59375,,0.006661009844027112,,,1m25s
retrain,17,0.007392022716401455,-346785.71875,,0.006661009844027112,,,1m31s
retrain,18,0.005730303895236769,-352255.03125,,0.006661009844027112,,,1m36s
retrain,19,0.006305260097045296,-356093.09375,,0.006661009844027112,,,1m41s
retrain,20,0.002841588496719487,-365805.8125,,0.006661009844027112,0.9828,94.05,1m47s
retrain,21,0.005304017591984787,-373526.03125,,0.006661009844027112,,,1m52s
retrain,22,0.006424740136476854,-376129.5625,,0.006661009844027112,,,1m57s
retrain,23,0.0071026240097902095,-379747.21875,,0.006661009844027112,,,2m02s
retrain,24,0.003288313338360361,-389529.4375,,0.006661009844027112,,,2m08s
retrain,25,0.003330872868859054,-400173.59375,,0.006661009844027112,,,2m13s
retrain,26,0.008997974571632221,-402477.53125,,0.006661009844027112,,,2m19s
retrain,27,0.002230513281823369,-419438.28125,,0.006661009844027112,,,2m24s
retrain,28,0.0069341983048478145,-425698.28125,,0.006661009844027112,,,2m29s
retrain,29,0.006631263091081443,-435274.15625,,0.006661009844027112,,,2m35s
retrain,30,0.0032403286434011533,-457119.53125,,0.006661009844027112,,,2m40s
retrain,31,0.0036594272564301113,-481688.0,,0.006661009844027112,,,2m45s
retrain,32,0.009399044888055262,-487534.75,,0.006661009844027112,,,2m50s
retrain,33,0.00540899372017011,-521803.8125,,0.006661009844027112,,,2m56s
retrain,34,0.004693627019606841,-569542.6875,,0.006661009844027112,,,3m01s
retrain,35,0.008813875789645438,-636950.6875,,0.006661009844027112,,,3m06s
retrain,36,0.005684279758444367,-765924.0,,0.006661009844027112,,,3m11s
retrain,37,0.0027426261972325543,-790268.0625,,0.006661009844027112,,,3m16s
retrain,38,0.0013507363437209278,-823321.9375,,0.006661009844027112,,,3m22s
retrain,39,0.00033109261915669776,-831927.125,,0.006661009844027112,,,3m27s
retrain,40,0.00022563754305010661,-834594.8125,,0.006661009844027112,0.9831,41.91,3m32s
