phase,epoch,train_ce,complexity,total_loss,tau,test_acc,CR_est,elapsed
retrain,1,0.008349240442931963,-225396.578125,,0.007720991533689489,,,5s
retrain,2,0.007889774290138546,-280051.21875,,0.007720991533689489,,,10s
retrain,3,0.006487752609090724,-292296.5,,0.007720991533689489,,,16s
retrain,4,0.0037437828109483234,-301155.21875,,0.007720991533689489,,,21s
retrain,5,0.008299524938377241,-303927.1875,,0.007720991533689489,,,26s
retrain,6,0.008050622605796283,-307782.34375,,0.007720991533689489,,,31s
retrain,7,0.005061072130392616,-314201.0,,0.007720991533689489,,,37s
retrain,8,0.005426186440628953,-320628.0,,0.007720991533689489,,,42s
retrain,9,0.0061242633351124825,-326392.40625,,0.007720991533689489,,,48s
retrain,10,0.007097066160353521,-330800.15625,,0.007720991533689489,,,53s
retrain,11,0.007933220243500546,-332825.40625,,0.007720991533689489,,,58s
retrain,12,0.004749595084041357,-341072.5,,0.007720991533689489,,,1m04s
retrain,13,0.005163917076622602,-346371.875,,0.007720991533689489,,,1m09s
retrain,14,0.008456453571010691,-349665.5,,0.007720991533689489,,,1m14s
retrain,15,0.005378280970050643,-355756.4375,,0.007720991533689489,,,1m19s
retrain,16,0.0027412685982029263,-367398.875,,0.007720991533689489,,,1m24s
retrain,17,0.010165527888868625,-368475.875,,0.007720991533689489,,,1m30s
retrain,18,0.006795351483727185,-375182.90625,,0.007720991533689489,,,1m35s
retrain,19,0.004961584816298758,-384836.59375,,0.007720991533689489,,,1m40s
retrain,20,0.004749059696856421,-394841.1875,,0.007720991533689489,0.9819,88.24,1m46s
retrain,21,0.007120878232611964,-401069.59375,,0.007720991533689489,,,1m51s
retrain,22,0.005954328956749911,-411741.125,,0.007720991533689489,,,1m57s
retrain,23,0.003391399739061793,-428381.4375,,0.007720991533689489,,,2m02s
retrain,24,0.004983717527294842,-444212.40625,,0.007720991533689489,,,2m07s
retrain,25,0.009728854458387165,-453499.65625,,0.007720991533689489,,,2m12s
retrain,26,0.009474166712273533,-463348.96875,,0.007720991533689489,,,2m18s
retrain,27,0.0035634970740570375,-497841.125,,0.007720991533689489,,,2m23s
retrain,28,0.0032206920329714193,-552929.0625,,0.007720991533689489,,,2m28s
retrain,29,0.009675527258915826,-615537.5,,0.007720991533689489,,,2m33s
retrain,30,0.008152398808145275,-778925.0,,0.007720991533689489,,,2m38s
retrain,31,0.00225978863183409,-844358.625,,0.007720991533689489,,,2m43s
retrain,32,0.0006444223450574403,-857694.4375,,0.007720991533689489,,,2m48s
retrain,33,0.00040604239529153953,-861471.0625,,0.007720991533689489,,,2m54s
retrain,34,0.0005995248023828026,-825262.4375,,0.007720991533689489,,,2m59s
retrain,35,0.02031231694656114,-685357.0625,,0.007720991533689489,,,3m04s
retrain,36,0.003365056816053887,-801885.8125,,0.007720991533689489,,,3m09s
retrain,37,0.0004502449780954824,-814703.25,,0.007720991533689489,,,3m14s
retrain,38,0.00028238427792481765,-819827.6875,,0.007720991533689489,,,3m19s
retrain,39,0.0002650404192119216,-825618.0625,,0.007720991533689489,,,3m25s
retrain,40,0.0005923984500734756,-828467.125,,0.007720991533689489,0.9842,36.68,3m30s
