phase,epoch,train_ce,complexity,total_loss,tau,test_acc,CR_est,elapsed
retrain,1,0.0024709077306693263,-253095.28125,,0.0015918102646731598,0.9812,,10s
retrain,2,0.0009866385869138565,-262420.78125,,0.0015918102646731598,0.9817,,21s
retrain,3,0.0005256490886871082,-269202.09375,,0.0015918102646731598,0.9831,,32s
retrain,4,0.00020980863358903055,-275803.5,,0.0015918102646731598,0.9827,,42s
retrain,5,0.00012194268741586711,-282541.96875,,0.0015918102646731598,0.9833,,53s
retrain,6,0.0017705786137943505,-286823.8125,,0.0015918102646731598,0.9774,,1m04s
retrain,7,0.006671996744489297,-283366.96875,,0.0015918102646731598,0.9812,,1m14s
retrain,8,0.0007366633579367771,-285573.6875,,0.0015918102646731598,0.9822,,1m24s
retrain,9,0.00021607719266224497,-288727.53125,,0.0015918102646731598,0.9824,,1m34s
retrain,10,0.00013137685772768843,-292323.53125,,0.0015918102646731598,0.9826,41.29,1m45s
retrain,11,0.0004657278913781435,-295594.28125,,0.0015918102646731598,0.9824,,1m56s
retrain,12,0.00011369462408668672,-299852.21875,,0.0015918102646731598,0.9824,,2m06s
retrain,13,8.015090397869547e-05,-304877.5,,0.0015918102646731598,0.9833,,2m16s
retrain,14,7.057785054203123e-05,-310669.09375,,0.0015918102646731598,0.9831,,2m27s
retrain,15,7.192410973075311e-05,-317329.3125,,0.0015918102646731598,0.9830,,2m37s
retrain,16,0.003338064505812751,-319894.84375,,0.0015918102646731598,0.9608,,2m47s
retrain,17,0.010192376016185153,-314609.09375,,0.0015918102646731598,0.9820,,2m58s
retrain,18,0.0008563693065332094,-315800.5,,0.0015918102646731598,0.9825,,3m04s
retrain,19,0.00023645563969621435,-318024.6875,,0.0015918102646731598,0.9833,,3m12s
retrain,20,0.00013335131784357753,-320650.53125,,0.0015918102646731598,0.9833,42.97,3m22s
retrain,21,0.00010760617970178524,-323667.15625,,0.0015918102646731598,0.9836,,3m33s
retrain,22,9.182835066943274e-05,-327131.5,,0.0015918102646731598,0.9836,,3m43s
retrain,23,8.124140017995766e-05,-331245.0,,0.0015918102646731598,0.9838,,3m53s
retrain,24,7.642666616253943e-05,-336114.21875,,0.0015918102646731598,0.9839,,4m04s
retrain,25,7.783018942476094e-05,-341873.34375,,0.0015918102646731598,0.9836,,4m14s
retrain,26,8.845244971744251e-05,-348478.34375,,0.0015918102646731598,0.9840,,4m24s
retrain,27,0.005890069960981297,-348574.375,,0.0015918102646731598,0.9740,,4m35s
retrain,28,0.007018656877304117,-343853.09375,,0.0015918102646731598,0.9819,,4m46s
retrain,29,0.0008032357780980722,-345020.25,,0.0015918102646731598,0.9835,,4m56s
retrain,30,0.00020804738576213518,-347141.03125,,0.0015918102646731598,0.9832,40.95,5m06s
