phase,epoch,train_ce,complexity,total_loss,tau,test_acc,CR_est,elapsed
retrain,1,0.008595991931281364,-234473.765625,,0.00910226966940628,,,5s
retrain,2,0.005721900268380219,-289425.5,,0.00910226966940628,,,10s
retrain,3,0.006903005284443498,-302374.53125,,0.00910226966940628,,,15s
retrain,4,0.006487247689650394,-310467.53125,,0.00910226966940628,,,20s
retrain,5,0.006525488967712348,-317143.8125,,0.00910226966940628,,,25s
retrain,6,0.006178453903016634,-323866.78125,,0.00910226966940628,,,31s
retrain,7,0.006549640598536159,-330092.78125,,0.00910226966940628,,,36s
retrain,8,0.009132467023221154,-334000.46875,,0.00910226966940628,,,41s
retrain,9,0.0037535359397957413,-343277.875,,0.00910226966940628,,,46s
retrain,10,0.007475477345536152,-348795.84375,,0.00910226966940628,,,51s
retrain,11,0.00635099157205938,-355988.4375,,0.00910226966940628,,,56s
retrain,12,0.00917762328844207,-361676.9375,,0.00910226966940628,,,1m02s
retrain,13,0.0048182960799429565,-371872.90625,,0.00910226966940628,,,1m07s
retrain,14,0.0025116016926942392,-386062.59375,,0.00910226966940628,,,1m12s
retrain,15,0.008452698639233132,-391399.0,,0.00910226966940628,,,1m17s
retrain,16,0.007420086911600083,-399144.78125,,0.00910226966940628,,,1m22s
retrain,17,0.006606054034021994,-410453.25,,0.00910226966940628,,,1m28s
retrain,18,0.007474580264293278,-418704.375,,0.00910226966940628,,,1m33s
retrain,19,0.006452150500325176,-432282.6875,,0.00910226966940628,,,1m38s
retrain,20,0.00705354435465609,-444972.25,,0.00910226966940628,0.9790,79.51,1m44s
retrain,21,0.005987108325453786,-463974.46875,,0.00910226966940628,,,1m49s
retrain,22,0.00792999360365793,-480259.6875,,0.00910226966940628,,,1m54s
retrain,23,0.006627865148056298,-505610.5625,,0.00910226966940628,,,1m59s
retrain,24,0.008232752580257753,-533063.875,,0.00910226966940628,,,2m04s
retrain,25,0.007828596773805718,-581921.8125,,0.00910226966940628,,,2m09s
retrain,26,0.009441038854404664,-653427.125,,0.00910226966940628,,,2m14s
retrain,27,0.008279076203533138,-765250.3125,,0.00910226966940628,,,2m20s
retrain,28,0.004527252684052413,-795053.25,,0.00910226966940628,,,2m24s
retrain,29,0.0048604344569612296,-783741.6875,,0.00910226966940628,,,2m30s
retrain,30,0.005681236883066595,-797030.625,,0.00910226966940628,,,2m35s
retrain,31,0.002380602139226782,-841438.5,,0.00910226966940628,,,2m40s
retrain,32,0.000599645300655781,-846681.0625,,0.00910226966940628,,,2m45s
retrain,33,0.0004036227572146648,-849865.25,,0.00910226966940628,,,2m50s
retrain,34,0.0004955189854090956,-835809.5625,,0.00910226966940628,,,2m55s
retrain,35,0.025054771168044925,-678938.5625,,0.00910226966940628,,,3m00s
retrain,36,0.002820253221228874,-816051.125,,0.00910226966940628,,,3m06s
retrain,37,0.0004135672793917668,-823106.625,,0.00910226966940628,,,3m11s
retrain,38,0.00029931942847421546,-829661.25,,0.00910226966940628,,,3m16s
retrain,39,0.00026608173346612604,-835908.9375,,0.00910226966940628,,,3m21s
retrain,40,0.005552301529961793,-641562.0,,0.00910226966940628,0.9717,43.31,3m27s
