phase,epoch,train_ce,complexity,total_loss,tau,test_acc,CR_est,elapsed
retrain,1,0.009227028737880755,-228300.859375,,0.004958800043160365,,,5s
retrain,2,0.005700007511706402,-278643.5625,,0.004958800043160365,,,10s
retrain,3,0.006343732108323214,-287402.84375,,0.004958800043160365,,,15s
retrain,4,0.007682345836151702,-289685.25,,0.004958800043160365,,,20s
retrain,5,0.0035292413455007285,-294614.0,,0.004958800043160365,,,26s
retrain,6,0.006525769451858165,-296386.90625,,0.004958800043160365,,,31s
retrain,7,0.007997274393354018,-296051.09375,,0.004958800043160365,,,36s
retrain,8,0.007341660550888628,-296931.0,,0.004958800043160365,,,41s
retrain,9,0.004403657911784831,-299306.75,,0.004958800043160365,,,46s
retrain,10,0.004360428003645696,-301929.40625,,0.004958800043160365,,,52s
retrain,11,0.008471145795320626,-300090.71875,,0.004958800043160365,,,57s
retrain,12,0.004048003385425545,-302655.21875,,0.004958800043160365,,,1m02s
retrain,13,0.0027818421467168566,-307012.0,,0.004958800043160365,,,1m07s
retrain,14,0.004140901339032765,-310566.65625,,0.004958800043160365,,,1m13s
retrain,15,0.0023402349970672123,-316588.53125,,0.004958800043160365,,,1m18s
retrain,16,0.013532342823028254,-310188.15625,,0.004958800043160365,,,1m23s
retrain,17,0.004153957502668102,-313497.40625,,0.004958800043160365,,,1m28s
retrain,18,0.005018953965037751,-315862.25,,0.004958800043160365,,,1m33s
retrain,19,0.004793093236149677,-318662.6875,,0.004958800043160365,,,1m39s
retrain,20,0.001214662088136053,-325875.40625,,0.004958800043160365,0.9834,106.35,1m44s
retrain,21,0.008081505237640037,-325003.40625,,0.004958800043160365,,,1m50s
retrain,22,0.003914270123109843,-328244.0,,0.004958800043160365,,,1m55s
retrain,23,0.004554292926993609,-330294.65625,,0.004958800043160365,,,2m00s
retrain,24,0.005549577957971875,-332697.53125,,0.004958800043160365,,,2m05s
retrain,25,0.008588086058773722,-330018.625,,0.004958800043160365,,,2m11s
retrain,26,0.003117863862635568,-334657.34375,,0.004958800043160365,,,2m16s
retrain,27,0.0024335812146251555,-340327.40625,,0.004958800043160365,,,2m21s
retrain,28,0.003933620546828024,-343162.28125,,0.004958800043160365,,,2m27s
retrain,29,0.0019904798276994067,-351538.03125,,0.004958800043160365,,,2m32s
retrain,30,0.011680586813638608,-345060.28125,,0.004958800043160365,,,2m37s
retrain,31,0.003936893435559857,-349503.90625,,0.004958800043160365,,,2m42s
retrain,32,0.0018492844349864753,-357266.65625,,0.004958800043160365,,,2m47s
retrain,33,0.0025999291714979334,-363882.625,,0.004958800043160365,,,2m53s
retrain,34,0.00886988868585322,-360118.34375,,0.004958800043160365,,,2m58s
retrain,35,0.004414722830262811,-363772.1875,,0.004958800043160365,,,3m03s
retrain,36,0.0015788339096606554,-373105.9375,,0.004958800043160365,,,3m09s
retrain,37,0.0018573611288603086,-383529.40625,,0.004958800043160365,,,3m14s
retrain,38,0.008605875606231468,-377243.4375,,0.004958800043160365,,,3m19s
retrain,39,0.005100442086045708,-382394.09375,,0.004958800043160365,,,3m24s
retrain,40,0.0040814713919341255,-388379.84375,,0.004958800043160365,0.9811,74.48,3m30s
